date,pango_lineage
2022-12-21,BF.7.23
2022-12-20,BQ.1
2022-12-22,BA.5.2.26
2022-12-21,BA.5.2.34
2022-12-26,BA.5.2.6
2022-12-21,BQ.1
2022-12-23,BQ.1.1
2022-12-23,BQ.1
2022-12-25,BQ.1
2022-12-25,BQ.1
2022-12-21,BQ.1.1
2022-12-19,EF.2
2022-12-22,BQ.1.1.5
2022-12-24,BQ.1.1.5
2022-12-29,BQ.1.1.7
2022-12-27,BA.5.5.1
2022-12-27,BQ.1.2
2022-12-24,BQ.1.2
2022-12-28,BQ.1.12
2022-12-20,BA.5.1.27
2022-12-20,BA.5.1.27
2022-12-26,BA.5.2.1
2022-12-30,BQ.1.12
2022-11-17,BN.1.3
2022-11-21,BW.1.1.2
2022-11-21,BQ.1.1.40
2022-11-22,BQ.1.2
2022-12-05,BA.5.2.1
2022-10-25,BA.5.2.1
2022-10-29,BN.1.7
2022-10-25,BF.7
2022-10-28,BQ.1
2022-10-26,BQ.1.1
2022-11-03,BE.1.2.1
2022-10-31,BF.7
2022-10-24,BQ.1.1
2022-11-27,BQ.1.1
2022-11-25,BQ.1.3
2022-11-14,BQ.1.3
2022-12-27,CR.1.1
2022-10-18,XAZ
2022-10-24,BA.5.2.1
2022-11-15,BF.39
2022-11-22,BQ.1.13
2022-11-25,XBM
2022-11-14,BQ.1
2022-11-28,CK.1
2022-11-28,BF.7.21
2022-10-19,BA.5.1
2022-10-17,BA.5.2.1
2022-10-24,BF.7.16
2022-10-17,BA.5.2.1
2022-10-17,BA.5.2.1
2022-10-25,BA.5.1.5
2022-10-16,BA.5.2.1
2022-10-17,BA.4.6
2022-10-19,BA.5.2.1
2022-10-18,BA.5.1.30
2022-10-20,BQ.1.2
2022-10-22,BA.5.1
2022-10-21,ED.2
2022-10-22,BA.5.2.1
2022-10-17,BF.7
2022-10-17,BA.5.2.1
2022-10-17,BA.5.2.1
2022-10-17,BA.5.2.1
2022-10-17,BA.5.2
2022-10-18,BA.5.2.20
2022-10-17,BA.5.2.1
2022-10-18,BA.5.1
2022-10-18,BF.10
2022-10-18,BF.9
2022-10-17,BA.5.2.1
2022-10-17,BA.5.1.2
2022-10-17,BA.5.1.2
2022-10-17,BE.1.2.1
2022-10-17,BF.13
2022-10-17,BF.10
2022-10-17,BA.5.2.1
2022-10-17,BF.10
2022-10-18,BA.5.2
2022-10-18,BQ.1.1
2022-10-18,BF.10
2022-10-18,BA.5.1
2022-10-18,BQ.1.2
2022-10-18,BF.7.26
2022-10-18,BF.26
2022-10-18,BF.7
2022-10-18,BA.5.2
2022-10-17,BQ.1.14
2022-10-18,BA.5.2.24
2022-10-17,BA.5.1
2022-10-18,BF.28
2022-10-17,BA.5.2.1
2022-10-17,BA.5.1
2022-10-20,BF.8
2022-10-16,BA.4.6
2022-10-17,BA.4.6
2022-11-25,BQ.1.19
2022-11-25,BF.7.21
2022-11-25,BQ.1.1
2022-11-25,BQ.1.1.40
2022-11-24,CN.1
2022-11-24,BQ.1.1
2022-11-25,BF.11
2022-11-24,BA.5.2.13
2022-11-23,BA.4.6.5
2022-11-26,BA.4.6
2022-11-23,BQ.1.1.1
2022-11-25,BF.10
2022-11-25,BA.5.1.27
2022-11-23,BQ.1.10
2022-11-22,BF.7.23
2022-11-22,BQ.1.1
2022-11-22,BA.5.2.1
2022-11-25,BQ.1
2022-11-23,BA.5.2.1
2022-11-25,BQ.1.10.1
2022-11-27,BF.7
2022-11-27,BQ.1
2022-11-27,BQ.1.2
2022-11-23,BQ.1.3
2022-11-26,BQ.1.30
2022-11-26,BF.31.1
2022-11-25,BQ.1.1
2022-11-23,BF.7
2022-11-24,BA.5.1.10
2022-11-25,BN.1.2.4
2022-11-25,BA.5.1
2022-11-25,BF.31.1
2022-11-25,BA.5.2.34
2022-11-25,BF.31.1
2022-11-23,BQ.1
2022-11-23,BA.5.2.13
2022-11-22,BA.5.2.1
2022-11-25,CM.10
2022-11-25,BA.5.1.1
2022-11-26,BN.1
2022-11-25,BA.5.1.18
2022-11-25,BQ.1
2022-11-26,BA.2
2022-11-27,BQ.1.5
2022-11-25,BQ.1.6
2022-11-25,BA.5.2.1
2022-11-25,BA.5.2
2022-11-25,BF.11
2022-11-25,BA.5.2
2022-11-25,BA.5.2
2022-11-24,BA.5.2
2022-11-24,BA.5.2.1
2022-11-24,BF.11
2022-11-25,EE.1
2022-11-24,BF.27
2022-11-24,BA.5.1
2022-11-24,BF.8
2022-11-26,BQ.1
2022-11-26,BQ.1.1
2022-11-24,BF.27
2022-11-24,BA.5.1.27
2022-11-24,BQ.1.1
2022-11-24,BA.4.6
2022-11-28,BQ.1.1
2022-11-28,BA.5.10.1
2022-11-28,BF.7
2022-11-28,BQ.1
2022-11-28,BF.7.21
2022-11-28,BQ.1.19
2022-11-28,BQ.1.1
2022-11-28,BQ.1.1
2022-11-28,BQ.1.1
2022-11-28,BQ.1.1
2022-11-26,BQ.1.1.3
2022-11-25,BA.5.6
2022-11-27,BF.31.1
2022-11-28,BQ.1.1
2022-11-18,BQ.1.1.3
2022-11-29,BE.1.2.1
2022-11-29,BA.5.2.9
2022-11-29,BQ.1.1.69
2022-11-29,BF.7
2022-11-25,BQ.1.1.1
2022-11-24,BA.5.2
2022-11-25,CV.1
2022-11-23,BQ.1
2022-11-27,CN.2
2022-11-27,CN.2
2022-11-27,BA.5.2
2022-11-25,BQ.1
2022-11-26,BA.4.6
2022-11-26,BQ.1
2022-11-28,BQ.1
2022-11-24,BF.7
2022-11-25,BQ.1
2022-11-25,BA.5.2
2022-11-26,BQ.1
2022-11-25,BF.14
2022-11-27,BA.5.2
2022-11-27,BQ.1.1.7
2022-11-27,BA.5.1.22
2022-11-28,BQ.1.10
2022-11-25,BA.5.2
2022-11-23,BF.2
2022-11-28,BQ.1.2
2022-11-25,BQ.1.12
2022-11-25,BQ.1.12
2022-11-23,BQ.1.1
2022-11-26,BQ.1.1
2022-11-28,BF.28
2022-11-27,BQ.1.1
2022-11-26,BF.7.6
2022-11-29,BQ.1.1
2022-11-29,BQ.1.1.1
2022-11-28,CN.2
2022-11-29,BA.5.2.1
2022-11-28,BQ.1.12
2022-11-26,BQ.1.1
2022-11-24,BQ.1.1
2022-11-24,BF.7.5
2022-11-26,BQ.1
2022-11-25,BE.5
2022-11-24,BA.5.2
2022-11-25,BQ.1.1
2022-11-24,BQ.1.1
2022-11-28,BA.5.2.34
2022-11-28,BA.5.2
2022-11-28,BA.5.2
2022-11-24,BQ.1.1
2022-11-26,BQ.1.1.41
2022-11-25,BQ.1.1
2022-11-28,BQ.1.12
2022-11-26,BQ.1.12
2022-11-26,BA.5.1.1
2022-11-26,BQ.1.1
2022-11-26,BQ.1.1
2022-11-28,BQ.1
2022-11-07,BA.5.2.1
2022-11-11,BF.39
2022-11-15,BQ.1.2
2022-11-21,BQ.1.2
2022-11-28,BA.5.2.1
2022-11-23,XBM
2022-11-24,BN.1.2.4
2022-11-24,BN.1
2022-11-23,BQ.1.1.7
2022-11-23,BQ.1.1.7
2022-10-24,BQ.1.2
2022-10-23,BF.7.22
2022-10-24,BN.1.5
2022-10-17,BA.4.6
2022-10-24,BA.5.2.22
2022-10-17,BA.5.2.1
2022-12-30,BQ.1.1.40
2022-12-28,BA.5.2.2
2022-12-20,BA.5.2.22
2022-12-20,BQ.1.1.3
2022-12-20,BE.1.1.2
2022-12-20,BF.26
2022-12-21,BA.5.2.13
2022-12-20,EF.1.3
2022-12-20,BQ.1.2
2022-12-20,BA.5.2.13
2022-12-20,BF.26
2022-12-20,BF.7.16
2022-12-20,BF.26
2022-12-12,BF.7.5
2022-12-22,BF.11
2022-12-30,BF.7.4
2022-12-13,BQ.1.1.5
2022-12-16,BF.26
2022-12-16,BQ.1.1.5
2022-12-10,BF.7.16
2022-12-17,BA.5.2
2022-12-17,BF.7.16.1
2022-12-20,BQ.1.1
2022-12-21,BA.5.2
2022-12-21,BF.26
2022-12-22,BE.1.1.2
2022-12-22,BW.1.1
2022-12-21,BQ.1.1
2022-12-22,BF.7.16.1
2022-12-22,BQ.1.1
2022-12-22,BQ.1.1.5
2022-12-22,BQ.1.1.42
2022-12-22,BW.1.1
2022-12-22,BQ.1.1
2022-12-22,BA.5.2.13
2022-12-22,BA.5.2.13
2022-12-22,BQ.1.1
2022-12-22,BQ.1.1
2022-12-22,BQ.1.10
2022-12-22,BF.7.16.1
2022-12-22,BF.7.4
2022-12-22,BA.5.2.13
2022-12-22,CR.1.1
2022-12-22,BQ.1.1.3
2022-12-22,BQ.1.2
2022-12-23,BA.5.2.22
2022-12-23,BA.5.2.13
2022-12-23,BA.5.2.13
2022-12-23,BE.1.2.1
2022-12-17,CA.5
2022-12-18,BQ.1.1
2022-12-18,CK.1
2022-12-19,BQ.1.1
2022-12-18,BQ.1.1
2022-12-19,BQ.1.1
2022-12-18,BQ.1.1.10
2022-12-12,BR.1.2
2022-12-12,BQ.1
2022-12-13,BQ.1.1
2022-12-12,BR.1.2
2022-12-13,BQ.1.14
2022-12-12,BF.13
2022-12-13,BF.5
2022-12-12,BF.11
2022-12-12,BF.11
2022-12-12,BA.5.2
2022-12-12,BQ.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1.1
2022-12-12,BQ.1.1.4
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,XBB.1.5
2022-12-12,BQ.1.1
2022-12-12,BA.5.2.34
2022-12-12,BQ.1.1.1
2022-12-13,BA.5.1
2022-12-15,BQ.1.1
2022-12-12,BQ.1.2
2022-12-13,BQ.1.1
2022-12-12,BF.10
2022-12-12,BQ.1.1
2022-12-12,BE.1.1
2022-12-12,BA.5.1.10
2022-12-12,BQ.1.2
2022-12-13,BA.5.1.10
2022-12-29,BQ.1.1.4
2022-12-31,BQ.1.1
2022-12-31,BF.14
2022-12-31,CK.1
2022-12-31,BF.7.5
2022-12-31,BF.11
2022-12-12,BQ.1.1
2022-12-13,EE.3
2022-12-12,BQ.1.1.5
2022-12-12,BQ.1.1.40
2022-12-12,BF.7
2022-11-01,BA.5.6
2022-11-01,BY.1
2022-11-03,BA.5.2.20
2022-11-02,BA.5.2
2022-11-02,BA.5.2.1
2022-11-02,BA.5.2.14
2022-11-06,BA.5.1.22
2022-11-03,BQ.1
2022-11-03,BQ.1
2022-11-06,BA.5.2.34
2022-11-06,BA.5.2.1
2022-11-08,BA.5.2.53
2022-11-03,BA.5.2.1
2022-11-06,BA.5.2.1
2022-11-02,BA.5.1.5
2022-11-03,BF.27
2022-11-06,BF.7.4
2022-11-02,BA.5.2.1
2022-11-03,BA.4.6
2022-11-02,BA.5.1
2022-11-01,BA.5.1
2022-11-02,BF.10
2022-11-02,BA.5.1.12
2022-11-01,BQ.1.1
2022-11-02,BF.11
2022-11-03,BA.5.2.25
2022-11-03,BA.5.2.20
2022-11-03,BA.5.2.20
2022-11-02,BA.5.2.1
2022-11-03,BQ.1.13
2022-11-06,BA.4.1
2022-11-06,BE.1.4
2022-11-01,BF.7
2022-11-04,BF.5
2022-11-07,BQ.1.1
2022-11-03,BF.7
2022-11-02,BF.7
2022-11-02,BA.5.8
2022-11-06,BA.5.1
2022-11-06,BA.5.1.30
2022-11-06,BA.5.2
2022-11-05,BA.5.2
2022-11-06,BA.5.2.53
2022-11-06,BA.5.2.20
2022-11-06,BA.5.2.1
2022-11-06,BA.5.2.53
2022-11-06,BA.5.1
2022-11-06,BA.5.2
2022-11-07,BQ.1.1
2022-11-08,BA.5.1.5
2022-11-07,BA.5.2.1
2022-11-07,BA.5.2
2022-11-08,BA.5.2
2022-11-07,BA.5.1
2022-11-08,BQ.1.13
2022-11-08,BF.5
2022-11-07,BA.5.2.53
2022-11-08,BF.7.20
2022-11-07,BQ.1
2022-11-07,BA.5.9
2022-11-07,BA.5.2.1
2022-11-07,BA.5.2.1
2022-11-07,BQ.1.1
2022-11-09,BF.7.16.1
2022-11-09,BA.5.2.1
2022-11-06,BA.5.2.1
2022-11-06,BA.5.2
2022-11-06,BA.5.2.1
2022-11-08,BA.5.2.22
2022-11-08,BA.5.2.22
2022-11-09,BQ.1.1
2022-11-08,BF.11
2022-11-08,CM.2
2022-11-08,BA.5.1
2022-11-08,BA.5.2.22
2022-11-09,BA.5.2.28
2022-11-09,BQ.1.1
2022-11-09,BA.5.1.2
2022-11-07,BA.5.2.1
2022-11-07,BQ.1.1.41
2022-11-07,BA.5.2.1
2022-11-06,BF.7.16
2022-11-06,BA.5.2.1
2022-11-09,BQ.1.23
2022-11-09,BA.5.2.35
2022-11-08,BF.26
2022-11-09,BA.5.2.1
2022-11-02,BQ.1.5
2022-11-02,BA.5.2.1
2022-10-31,BA.5.2.1
2022-11-01,BA.5.2
2022-11-03,BA.5.2.26
2022-11-01,BA.5.6
2022-11-01,BQ.1.8
2022-10-30,BQ.1.12
2022-11-01,BA.5.2
2022-11-01,BA.5.2
2022-10-31,BA.5.1.30
2022-10-31,BA.5.2.1
2022-11-01,BA.5.1.30
2022-10-31,BA.5.2.22
2022-10-31,BA.4.6
2022-11-07,BA.5.6
2022-11-04,BA.5.1
2022-11-01,BF.28
2022-11-01,BF.2
2022-11-02,BA.5.2.1
2022-11-01,BA.5.2.1
2022-11-09,BA.5.2
2022-11-09,BA.5.2.1
2022-11-10,BA.5.2.22
2022-11-09,BA.5.2
2022-11-09,BQ.1.1.30
2022-11-08,BQ.1.1
2022-11-08,BQ.1.1
2022-11-08,BQ.1.1
2022-11-10,BA.5.2
2022-11-09,BA.5.2.53
2022-11-09,BQ.1
2022-11-07,BA.4.6
2022-11-07,BA.5.2
2022-11-07,BA.5.2.1
2022-11-07,BA.5.6
2022-11-07,CN.1
2022-11-10,BQ.1.1
2022-11-09,BQ.1.10
2022-11-09,BF.26
2022-11-07,BF.7
2022-11-06,BA.5.2
2022-11-07,BF.10
2022-11-07,BF.7
2022-11-07,BQ.1
2022-11-07,BA.5.2
2022-11-06,BQ.1
2022-11-07,BA.5.1
2022-11-06,BA.5.2
2022-11-11,BA.5.2.1
2022-11-07,BA.5.2.1
2022-11-07,BQ.1
2022-11-10,BF.14
2022-11-10,BF.7.6
2022-11-10,BF.7
2022-11-10,BA.5.1.1
2022-11-08,BA.5.1
2022-11-10,BQ.1.1
2022-11-10,BA.5.1
2022-11-10,BE.1.4
2022-11-10,BA.5.2.1
2022-11-11,BF.25
2022-11-11,BA.4.6
2022-11-09,BE.1.2
2022-11-08,BF.7.4
2022-11-11,BF.7
2022-11-10,BQ.1
2022-11-10,BQ.1.1.6
2022-11-12,BA.2.75.2
2022-11-12,BA.2.75.2
2022-11-13,BQ.1.1
2022-11-05,BA.5.2.1
2022-11-11,BA.5.2.22
2022-11-11,BF.11
2022-11-10,BA.5.2.35
2022-11-12,BA.5.2.22
2022-11-09,BA.5.2.35
2022-11-09,BA.5.1
2022-11-09,BE.1
2022-11-13,BA.4.6
2022-11-13,BQ.1.1.18
2022-11-07,BF.7
2022-11-09,BA.5.2.20
2022-11-08,BF.7
2022-11-08,BK.1
2022-11-09,BE.1.2.1
2022-11-07,BA.4.6
2022-11-11,BA.5.2.1
2022-11-10,BA.5.2
2022-11-10,BA.5.2
2022-11-11,BF.21
2022-11-11,BF.21
2022-11-11,BF.7
2022-11-08,BA.5.2.1
2022-11-06,BF.7.4
2022-11-14,BA.5.2.25
2022-11-14,BA.5.2.25
2022-11-08,BA.4.6
2022-11-09,BN.1.5
2022-11-06,BF.7
2022-11-07,BA.5.2
2022-11-09,BA.5.2.32
2022-11-09,BA.5.2.32
2022-11-06,BF.7.4
2022-11-08,BQ.1.1
2022-11-08,BA.5.1.2
2022-11-08,BQ.1.1
2022-11-11,BA.5.2
2022-11-10,BF.5
2022-11-11,BA.5.2.21
2022-11-12,BF.7.4.1
2022-11-13,BQ.1.10
2022-11-13,BQ.1.1
2022-11-11,BQ.1.12
2022-11-12,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-09,BA.5.1
2022-11-11,BF.10
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-10,BA.5.5
2022-11-10,BA.5.1.30
2022-11-12,BA.5.2
2022-11-09,BF.28
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-06,BQ.1.1.25
2022-11-05,BQ.1.8
2022-11-06,BA.5.2.21
2022-11-06,BA.5.2.21
2022-11-07,BQ.1.8
2022-11-04,BQ.1.5
2022-11-07,BQ.1.8
2022-11-07,BQ.1.8
2022-11-06,BE.1.2.1
2022-11-07,BA.5.2.1
2022-11-07,BA.5.2
2022-11-07,BA.4.1.8
2022-11-07,BA.4.1.8
2022-11-07,BA.5.2.22
2022-11-08,BE.1.1
2022-11-07,BA.5.1
2022-11-07,BA.5.1.22
2022-11-07,BA.5.2
2022-11-07,BA.4.6
2022-11-07,BQ.1.13
2022-11-07,BA.5.2.1
2022-11-08,BF.7.23
2022-11-08,BF.31.1
2022-11-08,BQ.1.1
2022-11-08,BA.5.2
2022-11-08,BA.5.2.20
2022-11-08,BA.5.1.30
2022-11-08,BA.5.2.1
2022-11-07,BA.4.6
2022-11-07,BF.7.16
2022-11-09,BA.5.2.1
2022-11-09,BA.4.1.8
2022-11-07,BE.1.1.1
2022-11-09,BF.31.1
2022-11-08,BA.5.2
2022-11-07,BA.4
2022-11-08,BQ.1.5
2022-11-08,BA.5.2
2022-11-09,BF.11
2022-11-09,BA.5.1
2022-11-08,BE.1.2.1
2022-11-09,BQ.1.1
2022-11-10,BQ.1.1
2022-11-09,BQ.1.13
2022-11-09,BF.31.1
2022-11-10,BQ.1.8
2022-11-09,BA.4.1.8
2022-11-11,BQ.1.1
2022-11-10,BA.5.1
2022-11-09,BQ.1
2022-11-09,BF.28
2022-11-10,BF.39
2022-11-10,BA.5.2.31
2022-11-11,BA.5.2
2022-11-11,BA.5.2
2022-11-11,BA.5.2
2022-11-11,BA.5.2
2022-11-11,BA.5.1.5
2022-11-11,BF.7.20
2022-11-11,BF.31.1
2022-11-14,BA.5.2
2022-11-14,BQ.1.1
2022-11-14,BF.21
2022-11-14,BA.5.2.14
2022-11-06,BF.7
2022-11-07,BA.5.1.22
2022-11-07,BF.7.12
2022-11-07,BA.5.1
2022-11-07,BQ.1.1
2022-11-07,BF.7
2022-11-07,BA.5.2.1
2022-11-06,BA.4
2022-11-08,BA.5.2.34
2022-11-08,BA.4.6
2022-11-08,BQ.1.25
2022-11-08,BQ.1.14
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2
2022-11-09,BA.5.2.1
2022-11-09,CA.5
2022-11-10,BA.5.2.34
2022-11-10,BQ.1.2
2022-11-10,BA.5.2.6
2022-11-11,BA.5.2.1
2022-11-13,BA.4
2022-11-14,BA.5.2.1
2022-11-14,BA.5.2.1
2022-11-14,BA.4
2022-11-03,BA.5.2.21
2022-11-03,BF.10
2022-11-04,BA.5.2.1
2022-11-04,BA.5.6
2022-11-08,BA.5.2.1
2022-11-06,BM.1.1.3
2022-11-06,BA.4.6.5
2022-11-06,BA.5.2
2022-11-05,BA.4.6
2022-11-05,BE.1
2022-11-06,BA.5.2.9
2022-11-05,BA.5.1.2
2022-11-07,BA.5.1.2
2022-11-04,BF.10
2022-11-05,BA.5.1.30
2022-11-07,BF.13
2022-11-04,BA.5.2.1
2022-11-06,BA.5.2.9
2022-11-07,BF.10
2022-11-07,BF.10
2022-11-05,BA.5.2.1
2022-11-07,BA.5.2.13
2022-11-06,BA.5.2.1
2022-11-07,BA.5.2.1
2022-11-06,BE.1
2022-11-06,BE.1
2022-11-08,BF.10
2022-11-08,BQ.1.3
2022-11-08,BA.5.1
2022-11-08,CP.8
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-08,BF.2
2022-11-09,BA.5.2.1
2022-11-09,BA.5.2
2022-11-09,BF.7.20
2022-11-09,BA.5.2.35
2022-11-09,BF.7.7
2022-11-10,BQ.1.1
2022-11-10,BF.2
2022-11-10,BQ.1.2
2022-11-10,BE.1.2.1
2022-11-10,BA.5.2.1
2022-11-10,BF.7.7
2022-11-10,BF.7.7
2022-11-10,BE.1.2.1
2022-11-10,BE.1.2.1
2022-11-10,BQ.1.8
2022-11-09,BF.7.7
2022-11-10,BF.2
2022-11-10,BF.2
2022-11-11,BF.11
2022-11-11,BF.28
2022-11-11,BF.10
2022-11-10,BQ.1
2022-11-11,BA.5.2.1
2022-11-11,BA.5.2
2022-11-10,BQ.1.1
2022-11-11,BA.5.1
2022-11-11,BF.13
2022-11-11,BF.13
2022-11-11,BF.2
2022-11-10,BA.4.6
2022-11-11,BQ.1.8
2022-11-11,BQ.1.8
2022-11-11,BQ.1.8
2022-11-12,BA.5.1
2022-11-11,BA.5.2.1
2022-11-12,BA.5.2.32
2022-11-11,BF.7.6
2022-11-12,BF.11
2022-11-12,BQ.1.1
2022-11-12,BA.5.2.1
2022-11-12,BA.5.2.34
2022-11-11,BF.7.7
2022-11-11,BQ.1.8
2022-11-13,BQ.1.1.69
2022-11-12,BA.5.9
2022-11-12,BA.4.6
2022-11-13,BF.39
2022-11-13,BA.5.6
2022-11-07,BQ.1.13
2022-11-07,BA.5.2.1
2022-11-07,BE.1.2.1
2022-11-07,BQ.1.10
2022-11-09,BA.5.2
2022-11-08,BA.5.2.53
2022-11-07,BE.4.1
2022-11-06,BE.1.2.1
2022-11-07,BE.1.2.1
2022-11-09,BA.5.1.23
2022-11-10,BA.5.1
2022-11-10,BA.5.1
2022-11-10,BA.5.1
2022-11-12,BQ.1.1
2022-11-04,BA.5.1.10
2022-11-07,BA.5.2.22
2022-11-07,BF.11
2022-11-08,BA.5.1.10
2022-11-08,BF.11
2022-11-08,BF.11
2022-11-08,BQ.1.1
2022-11-09,BF.28
2022-11-02,BA.4.6
2022-11-03,BA.5.2.32
2022-11-03,BF.10
2022-11-03,BA.5.1
2022-11-03,BA.5.1
2022-11-04,BA.4.6
2022-11-05,BA.5.2.22
2022-11-06,BF.26
2022-11-07,BA.5.2
2022-11-05,BA.5.2.20
2022-11-08,BF.5
2022-10-30,BA.5.2.1
2022-10-30,BA.4.6
2022-10-27,BA.5.2.1
2022-10-26,BA.4.6
2022-10-25,BA.5.2
2022-11-14,BA.5.2
2022-11-15,BA.5.2.3
2022-11-10,BQ.1
2022-11-12,BQ.1
2022-11-10,BQ.1.12
2022-11-14,BR.4
2022-11-13,BA.2
2022-11-14,BA.5.1
2022-12-22,BF.11
2022-12-22,XBM
2022-12-20,BQ.1.11
2022-11-08,BQ.1.2
2022-11-08,BA.5.1.30
2022-11-10,BA.5.1.2
2022-11-10,BA.5.2.1
2022-11-09,BA.5.2
2022-11-12,BE.1
2022-11-08,BA.5.1.2
2022-11-08,BF.7
2022-11-09,BQ.1.1.5
2022-11-08,BA.5.2.1
2022-11-08,BA.5.2
2022-11-09,BA.5.2.1
2022-11-09,BA.5.2.1
2022-11-12,BA.5.2.1
2022-11-12,BA.5.2
2022-11-12,BQ.1.1
2022-11-11,ED.2
2022-11-12,BA.5.2.1
2022-11-09,BQ.1.2
2022-11-08,BA.5.10.1
2022-11-07,BA.5.2.20
2022-11-08,BQ.1.1.1
2022-11-08,BQ.1.1.41
2022-11-08,BF.10
2022-11-07,BQ.1.10.1
2022-11-08,BQ.1
2022-11-09,BQ.1.1
2022-11-10,BF.10
2022-11-09,BA.5.2.57
2022-11-07,BA.5.2.1
2022-11-07,BQ.1.1
2022-11-10,BA.5.2
2022-11-10,BQ.1.1.1
2022-11-09,BQ.1.1
2022-11-12,BA.5.2
2022-11-12,BQ.1
2022-11-12,BA.5.2
2022-11-07,CM.2
2022-11-08,BA.5.2.1
2022-11-07,BF.7
2022-11-09,CM.2
2022-11-08,BQ.1.1
2022-11-10,CM.2
2022-11-09,BQ.1.12
2022-11-05,BQ.1
2022-11-06,BA.5.2.1
2022-11-06,BA.5.2
2022-11-06,BQ.1
2022-11-05,BF.10
2022-11-06,BA.5.2.1
2022-11-06,BA.5.1
2022-11-06,BQ.1.1
2022-11-07,BQ.1.1
2022-11-07,BQ.1.1
2022-11-05,BA.5.2
2022-11-08,BF.5
2022-11-05,BA.5.2
2022-11-08,BF.14
2022-11-08,BA.5.5
2022-11-08,BQ.1
2022-11-07,BQ.1.16
2022-11-08,BF.5
2022-11-08,BQ.1.12
2022-11-08,BF.7.4.1
2022-11-07,BA.5.1
2022-11-09,BA.5.2.21
2022-11-09,BA.5.2
2022-11-09,BA.5.2.1
2022-11-09,BA.5.1.10
2022-11-09,BA.5.2.1
2022-11-09,BQ.1
2022-11-09,BQ.1.12
2022-11-09,BQ.1.1
2022-11-08,BQ.1
2022-11-08,BA.5.2
2022-11-08,BA.5.2.1
2022-11-07,BA.5.1.10
2022-11-07,BA.5.2.1
2022-11-10,BQ.1
2022-11-10,BQ.1.2
2022-11-10,BF.11
2022-11-10,BQ.1
2022-11-09,BA.5.1.5
2022-11-02,BA.5.1.10
2022-10-30,BA.4.6
2022-10-30,BA.2.75.2
2022-10-31,BA.4.6
2022-11-02,BA.4.6
2022-10-31,BA.5.2.1
2022-11-02,BF.7.16
2022-11-02,BF.10
2022-11-02,CK.1
2022-10-31,BQ.1.12
2022-11-02,BQ.1.12
2022-11-02,BA.5.1.10
2022-11-02,BQ.1
2022-11-02,BQ.1
2022-11-02,BF.10
2022-11-02,BF.10
2022-11-02,BA.5.2
2022-11-02,BA.5.2
2022-11-02,BQ.1.1
2022-11-02,BE.1.4
2022-11-02,BF.10
2022-11-02,BA.5.2.1
2022-11-02,BA.5.2.1
2022-11-01,BA.5.2.37
2022-11-03,ED.2
2022-11-02,BA.5.2.34
2022-11-03,BA.5.2
2022-11-03,BA.5.2.21
2022-11-03,BQ.1.12
2022-11-03,BF.7
2022-11-02,BA.5.2.1
2022-11-03,BQ.1
2022-10-31,BA.5.2.1
2022-10-31,BQ.1.12
2022-11-01,BQ.1.14
2022-11-01,BQ.1.12
2022-10-31,BF.5
2022-11-02,BA.5.2.20
2022-11-01,BF.7.16
2022-11-02,BA.5.2.21
2022-11-01,BA.5.2
2022-10-31,BQ.1
2022-11-01,BQ.1
2022-11-02,BA.5.2.1
2022-11-02,BA.5.2.1
2022-11-11,BF.11
2022-11-11,BQ.1.1
2022-11-11,BQ.1
2022-11-11,BQ.1.12
2022-11-09,CA.7
2022-11-09,BQ.1.12
2022-11-09,BF.7
2022-11-09,BQ.1.12
2022-11-09,BQ.1.1
2022-11-09,BA.5.1.2
2022-11-09,BQ.1.1
2022-11-09,BF.5
2022-11-09,BA.5.1
2022-11-09,BF.7
2022-11-08,BQ.1
2022-11-08,BA.5.2.1
2022-11-08,BF.5
2022-11-08,BF.7.4
2022-11-08,BE.1.1
2022-11-08,BE.1.1
2022-11-08,BQ.1.1.8
2022-11-08,BQ.1.1.18
2022-11-08,BQ.1.12
2022-11-08,BQ.1
2022-11-08,BQ.1.1
2022-11-08,BQ.1.14
2022-11-08,BF.11.3
2022-11-07,CR.2
2022-11-07,BQ.1.12
2022-11-07,BE.1.1
2022-11-07,BQ.1.12
2022-11-07,BQ.1.2
2022-11-07,BA.5.2.10
2022-11-07,BA.5.2
2022-11-07,BF.28
2022-11-07,BA.5.2.1
2022-11-07,BA.5.2
2022-11-07,BA.5.1
2022-11-12,BA.5.2.25
2022-11-12,BA.2.75.2
2022-11-11,BQ.1.1.5
2022-11-11,BA.4.6
2022-11-10,BQ.1.1
2022-11-13,BQ.1.2
2022-11-08,BA.5.2.1
2022-11-11,BQ.1
2022-11-12,BA.5.2.1
2022-11-11,BQ.1
2022-11-11,BA.5.2.9
